,name,price,change,volume,relative_volume,market_cap,pe,eps_diluted,eps_diluted_growth,dividends_yield,sector
10309,Purple Biotech Ltd.,1.15,12.74509804,111290,1.220996,21081802.64,,-1.0718,-81.59945781,0,Health Technology
10310,PURPLE BEVERAGE CO INC,1.00E-06,0,100,0.00056046,112,,,,,Consumer Non-Durables
10311,Pilgrim's Pride Corporation,23.57,-1.91427382,1173764,1.21543268,5581138271,33.60422013,0.7014,-77.00101649,0,Process Industries
10312,"Propanc Biopharma, Inc.",0.019,0,195363,0.53029223,307493,,-3.2136,94.28286782,0,Health Technology
10313,"PICC Property and Casualty Co., Ltd.",31.725,0.44324838,7418,3.83676425,28819711270,7.02051384,4.5189,9.07840108,4.51224,Finance
10314,PT Bank Mandiri Persero TBK,0.3903,3.66533865,750,0.0200598,36049903990,12.92970627,0.0301863,17.58001289,4.35668,Finance
10315,PT Bank Mandiri Persero TBK,15.4125,0.01622323,18100,0.5543441,35911357088,14.80832052,1.0408,27.8781177,3.36577,Finance
10316,"PPG Industries, Inc.",130.06,-1.85632357,825991,0.51647246,30630820269,23.32621913,5.5757,22.22587575,1.92988,Process Industries
10317,PHP Ventures Acquisition Corp.,11,0.09099181,509,0.14569499,25276546.82,,-0.2068,-3.2967033,0,Finance
10318,"Perma-Pipe International Holdings, Inc.",6.75,2.42792109,6256,0.35242092,54428634,11.41938758,0.5911,10.92137362,0,Producer Manufacturing
10319,"PPJ Healthcare Enterprises, Inc.",0.0002,0,320000,0.10429924,1060967,,0,,0,Health Services
10320,PPL Corporation,23.65,-1.90792202,6906028,0.90411008,17432144210,24.29628108,0.9734,-0.71399429,3.99577,Utilities
10321,Prontoforms Corp,0.4094,12.68923754,3000,0.18376723,54482597.19,,-0.02994968,24.36943765,0,Technology Services
10322,Kering SA,433.22,-2.75645342,531,0.5154339,53620317248,14.27508226,30.34798624,-4.77041199,3.35893,Consumer Non-Durables
10323,Kering SA,43.59,-3.79607151,122984,0.60156407,54325246808,14.94138617,2.9174,-8.86257849,2.66065,Consumer Non-Durables
10324,"Pioneer Power Solutions, Inc.",5.62,-4.09556314,63042,1.61316489,56464723,,-0.0571,89.58029197,0,Producer Manufacturing
10325,Putnam Premier Income Trust,3.34,-1.76470588,153221,1.09031355,341388000,340.8163265,0.0098,-98.00772515,9.34132,Miscellaneous
10326,Perpetua Resources Corp.,3.6,-3.74331551,88470,0.73162442,227395316,,-0.4518,91.61345411,0,Non-Energy Minerals
10327,"Peptidream, Inc.",9.924,-14.44827586,600,2.52312868,1288393567,23.39175693,0.42425201,320.2498091,0,Health Technology
10328,PREMIUM ENERGY CORP,0.0001,0,540,0.05581799,,,,,,
10329,PacifiCorp,125,1.62601626,15,0.22091311,,,,,,Utilities
10330,Papaya Growth Opportunity Corp. I,10.69,-0.09345794,996,0.05924622,200528090.1,30.85137085,0.3465,,0,Finance
10331,Petroteq Energy Inc.,0.0001,0,260000,5.15748172,8516367.035,,,,,Energy Minerals
10332,Permian Resources Corporation,14.04,-0.21321962,9344356,1.03091365,8322790514,9.5244556,1.4741,14.78741629,1.4245,Energy Minerals
10333,ProAssurance Corporation,17.54,0.11415525,361880,1.64155137,913216778,101.9174898,0.1721,-76.19640387,1.14025,Finance
10334,"PRA Group, Inc.",19.13,-2.59674134,118982,0.32406539,750691849,,-0.5604,-116.3658665,0,Commercial Services
10335,"Praxis Precision Medicines, Inc.",1.44,-3.3557047,859160,0.68882142,185108167,,-3.0224,41.15379373,0,Health Technology
10336,Premium Brands Holding Corp.,69.89,-0.37233861,521,0.29383566,3103931447,36.28227466,1.92628496,-35.63324636,3.18856,Distribution Services
10337,"Porch Group, Inc.",0.6677,-3.00697269,715599,0.92734232,65722918,,-2.5615,-316.3009914,0,Technology Services
10338,PROCEPT BioRobotics Corporation,28.21,-4.69594595,413421,1.16146655,1402068399,,-2.3278,-48.220312,0,Health Technology
10339,PHOENIX RISING COS.,0.0001,0,1000000,0.31683932,80739.6,,,,0,Distribution Services
10340,"Profitable Developments, Inc.",0.0002,0,16555,0.00184757,1757934,,0,,0,Finance
10341,Perdoceo Education Corporation,17.63,-1.50837989,305456,0.57356673,1156696454,9.49789893,1.8562,18.22929936,0.623937,Consumer Services
10342,Prada Spa,5.53,-1.95035461,1100,0.6119951,14150296341,23.18858976,0.23847936,129.605123,2.10687,Consumer Non-Durables
10343,Prada Spa,11.575,2.07231041,19630,2.08519227,14811583445,24.26116118,0.4771,129.375,1.3537,Consumer Non-Durables
10344,Prenetics Global Limited,0.4499,-2.06791467,21633,0.76074763,71041667,,-0.4049,85.21885153,0,Health Technology
10345,"PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares, Series J",18.19,-0.8719346,12460,0.87857228,,,,,,Finance
10346,PREDICTIVE TECHNOLOGY GROUP INC,0.0003,0,8301,0.05688293,89879,,,,,Health Technology
10347,Precipitate Gold Corp,0.04,-4.76190476,2000,0.01625176,5214672,,-0.0143598,-200.4023281,0,Non-Energy Minerals
10348,Prairiesky Royalty Ltd.,18.204,-1.19409466,4843,0.21612142,4348935342,23.23138036,0.78359528,-5.96566307,3.85852,Miscellaneous
10349,Pennsylvania Real Estate Investment Trust,0.460196,42.03580247,4504,0.36453991,4915812,,-41.8138,-62.75280636,0,Finance
10350,Pennsylvania Real Estate Investment Trust,0.37,-0.20229265,3101,0.67922462,4915812,,-41.8138,-62.75280636,0,Finance
10351,Pennsylvania Real Estate Investment Trust,0.3,0,19126,1.27297898,4915812,,-41.8138,-62.75280636,0,Finance
10352,Pennsylvania Real Estate Investment Trust,0.26,-13.33333333,68567,5.14635904,4915812,,-41.8138,-62.75280636,0,Finance
10353,"Perficient, Inc.",58.77,-4.22099087,126725,0.69578275,2046071656,20.55757661,2.8588,35.95852951,0,Commercial Services
10354,PainReform Ltd.,2.73,-3.19148936,11560,0.89423159,4254290,,-9.1475,-35.80824277,0,Health Technology
10355,"PROG Holdings, Inc.",30.38,-3.52492855,198847,0.51547846,1388679816,10.68965517,2.842,22.86010721,0,Finance
10356,Perrigo Company plc,29.33,-3.58316897,1544464,1.1405381,3971186485,,-0.4964,42.29919795,3.67883,Health Technology
10357,Progress Software Corporation,52.83,-1.76645593,365032,0.97952148,2301557296,29.88291193,1.7679,-9.06799712,1.325,Technology Services
10358,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",23.85,-0.91400083,40182,0.62232355,34140151108,7.9749883,2.9906,-44.58465358,5.26316,Finance
10359,"Primerica, Inc.",203.82,0.44847469,154912,1.13608162,7289996421,16.60028832,12.2781,43.59175272,1.22657,Finance
10360,"Priority Income Fund, Inc. 7.00% Series D Term Preferred Stock due 2029",22.13,-1.3810222,1200,1.71993694,,,,,,Miscellaneous
10361,"Priority Income Fund, Inc. 6.625% Series F Term Preferred Stock due 2027",22.97,-0.50893341,200,0.25926886,,,,,,Miscellaneous
10362,"Priority Income Fund, Inc. 6.25% Series G Preferred Stock Due 2026",23.324,1.40869565,3884,2.37147393,,,,,,Miscellaneous
10363,"Priority Income Fund, Inc. 6.00% Series H Term Preferred Stock due 2026",22.39,-0.19524111,345,0.17136896,,,,,,Miscellaneous
10364,"Priority Income Fund, Inc. 6.125% Series I Term Preferred Stock due 2028",22.4032,-0.44305401,1102,0.80443828,,,,,,Miscellaneous
10365,"Priority Income Fund, Inc. 6.000% Series J Term Preferred Stock due 2028",21.97,-0.09095043,142,0.08628547,,,,,,Miscellaneous
10366,"Priority Income Fund, Inc. 7.000% Series K Cumulative Preferred Stock",19.79,-0.80200501,789,0.65201223,,,,,,Miscellaneous
10367,"Priority Income Fund, Inc. 6.375% Series L Term Preferred Stock Due 2029",22.3,0.45045045,729,0.30564756,,,,,,Miscellaneous
10368,Primoris Services Corporation,30.99,-2.20889871,411883,1.04708439,1652661752,13.3796736,2.3162,2.79602343,0.774443,Industrial Services
10369,Park National Corporation,96.13,-0.78439467,24342,0.53311783,1552828722,11.18024703,8.5982,-3.05551797,4.35868,Finance
10370,"Parks! America, Inc.",0.32,3.22580645,260,0.04657578,24165685,,-0.0001,-100.7462687,0,Consumer Services
10371,"Parkervision, Inc.",0.091,0,12125,0.25931669,7864259,1.8647541,0.0488,,0,Electronic Technology
10372,Parkway Life REIT,2.62,2.34375,781,0.82820785,1633439898,54.36889336,0.04818932,-88.24142274,3.94865,Finance
10373,"Proto Labs, Inc.",25.8,-0.88359585,154554,1.26980241,673262182,,-4.0112,-553.4991521,0,Process Industries
10374,Prelude Therapeutics Incorporated,2.47,-8.85608856,56564,0.90563839,135377532,,-2.351,7.63004872,0,Health Technology
10375,Pearl Holdings Acquisition Corp,10.73,0.09328358,2532,0.07063944,268249989,42.0619365,0.2551,,0,Finance
10376,Pearl Holdings Acquisition Corp,10.78,0.09285051,621,0.20267624,268249989,,,,0,Finance
10377,"Perimeter Solutions, SA",3.32,-3.76811594,902029,0.52681237,513009139,7.76063581,0.4278,,0,Process Industries
10378,"Prime Medicine, Inc.",6.65,-9.52380952,1421515,4.45945624,647047110,,-1.6959,-2.91279811,0,Health Technology
10379,Prime Mining Corp.,0.8525,-4.85491071,4990,0.28507607,122103111.6,,-0.14386408,-4.53877645,0,Non-Energy Minerals
10380,"Prom Resources, Inc.",0.0001,0,6846551,0.7544146,841820,,,,,Non-Energy Minerals
10381,Paramount Resources Ltd.,21.9,-1.61725067,20141,0.94956791,3136079965,5.69165016,3.84774176,20.85527274,4.92817,Energy Minerals
10382,Primo Water Corporation,13.29,-1.3363029,1008088,1.02724049,2118222110,24.87366648,0.5343,,2.33258,Consumer Non-Durables
10383,Primary Bk,21.35,-0.69767442,500,0.34423408,98155455.48,,,,0,Finance
10384,Pernod Ricard S.A.,33.39,-1.59151194,130979,0.28002343,42700798267,18.45465097,1.8093,52.76089159,2.2843,Consumer Non-Durables
10385,"PROS Holdings, Inc.",34.16,-1.15740741,163486,0.41986191,1578283236,,-1.3893,32.45332555,0,Technology Services
10386,PROBE GOLD INC,0.9838,-4.9468599,22200,1.12544676,159536088.4,,-0.10765288,26.7983286,0,Non-Energy Minerals
10387,"Procaps Group, S.A.",2.91,-1.68918919,5057,0.43743026,328318375,4.49143386,0.6479,,0,Health Technology
10388,Profound Medical Corp.,9.44,-1.04821803,4437,0.37935073,200700014.8,,-1.38424856,3.72903617,0,Health Technology
10389,ProKidney Corp.,2.55,-31.4516129,1345488,1.71052019,599896812,,-0.5975,-122.2842262,0,Health Technology
10390,PROPEL MEDIA INC,1.1,10,10000,0.19387209,275011000,,,,,Technology Services
10391,Prosus NV,30,4.96850945,4165,3.3253493,58911426114,3.90862894,7.67532566,269.185811,0.227484,Transportation
10392,Prosus NV,5.86,-3.30033003,1172973,1.72817979,58387407211,3.98368457,1.471,670.1570681,0,Transportation
10393,"Provident Financial Holdings, Inc.",12.6,0.39840637,1091,0.09893717,88298026,10.52895463,1.1967,-1.92591378,4.44444,Finance
10394,CC Neuberger Principal Holdings III,10.94,0,49327,1.64716529,214422217,138.4810127,0.079,-81.53774246,0,Finance
10395,CC Neuberger Principal Holdings III,10.94,-0.54545455,860,0.95470693,214422217,,,,0,Finance
10396,"ProPhase Labs, Inc.",4.37,0.2293578,18351,0.92254558,73612778,,-0.2645,-117.7564447,0,Health Technology
10397,Perpetual Industries Inc.,0.076,-2.56410256,10000,1.00811533,6299548.167,,-0.0117,-17,0,Electronic Technology
10398,"Purple Innovation, Inc.",1.32,-5.03597122,583259,0.71949387,139590809,,-1.3347,-79.58826695,0,Consumer Durables
10399,"ProTek Capital, Inc.",1.00E-06,0,43100,0.03014338,10821,,0,,0,Finance
10400,"Precipio, Inc.",6.58,-2.51851852,9057,0.81780258,9067996,,-9.2928,2.29418568,0,Health Services
10401,Prairie Provident Res Inc,0.08,-11.11111111,11104,0.09128291,57223996.95,,-0.0041492,70.95831133,0,Energy Minerals
10402,PROPELLUS INC.,2.5,31.57894737,101,0.18013198,25967792.05,,-0.0781,97.76857143,0,Distribution Services
10403,ProQR Therapeutics N.V.,1.21,-0.81967213,150101,0.5512643,97788667,,-0.7201,28.07630843,0,Health Technology
10404,PRAETORIAN PROPERTY INC,1.00E-06,0,380,0.22276938,156,,,,,Finance
10405,Premier Foods Plc.,7.06,0.71326676,244,0.05092882,1225330609,11.30142468,0.6247,-22.13635797,1.14869,Consumer Non-Durables
10406,Prospect Ridge Resources Corp.,0.109,29.76190476,5000,0.57063295,5670943,,-0.03740912,58.50786192,0,Non-Energy Minerals
10407,Immutep Ltd.,0.1716,-2.5,1000,0.21623959,204003984.3,,-0.0295038,22.7916275,0,Health Technology
10408,Providence Gold Mines Inc.,0.03185,-9.56842703,1056,0.04657091,1971385.325,,-0.00090528,86.75122963,0,Non-Energy Minerals
10409,Park Lawn Corp.,13.9081,4.25862069,1000,0.71505184,476577673.8,25.14796837,0.55305064,-33.89673063,2.4372,Finance
10410,"Planet Resource Recovery, Inc.",0.0007,0,37501,1.30070895,427734,,-0.0023,-283.3333333,,Process Industries
10411,"Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058",23.21,-1.10779719,26186,0.57275968,34140151108,7.76098442,2.9906,-44.58465358,5.26316,Finance
10412,Prosafe SE (Cyprus),8.3,-11.22994652,100,0.50226017,95605204.05,,-4.65856499,-145.5972795,0,Industrial Services
10413,"Portsmouth Square, Inc.",31,-0.12886598,400,1.10223202,22759797.24,,-5.9753,-109.2998003,0,Consumer Services
10414,Personas Social Inc,0.0598,14.1221374,3400,0.24637681,19613763.56,264.2276423,0.00022632,,0,Commercial Services
10415,Peraso Inc.,0.18,4.65116279,489806,0.87448601,4039022,,-1.2246,-110.0874936,0,Electronic Technology
10416,Prospector Capital Corp.,10.77,0,4104,2.36609974,111136236,,-0.2434,-1141.836735,0,Finance
10417,Prospector Capital Corp.,10.73,0,614,0.75162199,111136236,,,,0,Finance
10418,"Presto Automation, Inc.",1.39,-10.32258065,253248,0.47035391,80419276,,,,0,Technology Services
10419,PermRock Royalty Trust Trust,5.76,-0.51813472,21165,0.27413388,70076165,6.99793464,0.8231,-0.79546824,11.5938,Miscellaneous
10420,Prothena Corporation plc,45.92,-2.6499894,607197,1.22372983,2458340933,,-2.7767,-1077.565734,0,Health Technology
10421,PureTech Health plc,22.05,0.45558087,1059,0.35376649,610172779,,-1.7202,74.28238249,0,Health Technology
10422,Petro Matad Ltd,0.027,-22.85714286,2500,0.14832394,30074858.1,,-0.00342711,-24.04030527,0,Energy Minerals
10423,Portage Biotech Inc.,2.3,-13.20754717,49441,1.22514571,40943195,,-6.1949,-432.2079038,0,Health Technology
10424,"Priority Technology Holdings, Inc.",3.14,-2.48447205,12965,0.88783735,240434215,,-0.5917,-201.5800204,0,Technology Services
10425,"CarParts.com, Inc.",3.82,-5.67901235,475276,1.34146211,217804463,,-0.1306,-62.84289277,0,Retail Trade
10426,Protect Pharmaceutical Corp,0.6,6.19469027,84974,4.71253085,34470828,,,,0,Transportation
10427,Party City Holdco Inc.,0.004,-60,28406,0.25041852,455027,,,,0,Retail Trade
10428,"Prudential Financial, Inc.",94.05,-0.85388994,1009225,0.79228395,34140151108,31.44853875,2.9906,-44.58465358,5.26316,Finance
10429,"Privia Health Group, Inc.",21.71,-2.90697674,622145,0.86763626,2547955238,79.37842779,0.2735,,0,Finance
10430,PreveCeutical Medical Inc.,0.0169,-8.15217391,126000,4.75168666,9046626.784,,-0.0015088,32.99472458,0,Health Technology
10431,PROTEONOMIX INC,1.00E-06,0,246637,10.38034512,,,,,,Retail Trade
10432,Paradox Interactive AB,20.912,-3.58690641,100,0.25169897,2208708875,32.745418,0.6386237,64.61327858,0.8726,Technology Services
10433,Prysmian S.P.A.,37.85,-7.57020757,100,0.20169423,9969219932,14.41199934,2.62628377,63.66222346,1.60514,Producer Manufacturing
10434,Prysmian S.P.A.,19.65,-0.0508647,24171,0.59238582,10367826166,15.47975421,1.2694,48.20782253,1.08934,Producer Manufacturing
10435,Boundary Gold & Copper Mng Ltd.,0.0221,1281.25,1833,1.20212487,345679.0503,,-0.11959136,81.77859569,,Non-Energy Minerals
10436,PRISM TECHNOLOGIES GROUP INC,0.0001,0,1000,0.14487505,1007,,,,,Technology Services
10437,ParaZero Technologies Ltd.,2.13,29.87804878,23267204,0.71230045,7662550,,,,0,Electronic Technology
10438,Public Storage,272.96,-1.02255421,537367,0.76314995,47994410021,11.82095344,23.0912,96.69494702,4.02989,Finance
10439,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.15% Cumulative Preferred Share of Beneficial Interest, Series F, par value $0.01 per share",21.59,-0.73563218,21040,0.63560922,47994410021,0.93498822,23.0912,96.69494702,4.02989,Finance
10440,"Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of Beneficial Interest, Series G",21.92,-0.72463768,109376,2.90856486,47994410021,0.94927938,23.0912,96.69494702,4.02989,Finance
10441,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.60% Cumulative Preferred Share of Beneficial Interest, Series H",23.3,-0.51238258,44569,1.51067017,47994410021,1.00904241,23.0912,96.69494702,4.02989,Finance
10442,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.875% Cumulative Preferred Share of Beneficial Interest, Series I, par value $0.01 per share",20.14,-0.39564787,44375,2.05004181,47994410021,0.87219374,23.0912,96.69494702,4.02989,Finance
10443,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.700% Cumulative Preferred Share of Beneficial Interest, Series J, par value $0.01 per share",19.07,-1.29399586,7067,0.13953277,47994410021,0.82585574,23.0912,96.69494702,4.02989,Finance
10444,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.75% Cumulative Preferred Share of Beneficial Interest, Series K",19.34,-0.66769389,10738,0.22290356,47994410021,0.8375485,23.0912,96.69494702,4.02989,Finance
10445,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.625% Cumulative Preferred Share of Beneficial Interest, Series L, par value $0.01 per share",19.14,-0.82901554,15362,0.2030885,47994410021,0.8288872,23.0912,96.69494702,4.02989,Finance
10446,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.125% Cumulative Preferred Share of Beneficial Interest, Series M",16.69,-1.53450422,10782,0.45730621,47994410021,0.72278617,23.0912,96.69494702,4.02989,Finance
10447,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.875% Cumulative Preferred Share of Beneficial Interest, Series N",15.65,-0.82382763,11397,0.66427697,47994410021,0.67774737,23.0912,96.69494702,4.02989,Finance
10448,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.900% Cumulative Preferred Share of Beneficial Interest, Series O",16.005,-0.21820449,8416,0.79489214,47994410021,0.69312119,23.0912,96.69494702,4.02989,Finance
10449,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.000% Cumulative Preferred Share of Bene cial Interest, Series P",16.28,-1.27349909,19526,0.24229805,47994410021,0.70503049,23.0912,96.69494702,4.02989,Finance
10450,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.950% Cumulative Preferred Share of Beneficial Interest, Series Q, par value $0.01 per share",15.87,-0.31407035,20744,1.34442889,47994410021,0.68727481,23.0912,96.69494702,4.02989,Finance
10451,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.00% Cumulative Preferred Share of Bene cial Interest, Series R",16.21,-1.15853659,23618,0.62271275,47994410021,0.70199903,23.0912,96.69494702,4.02989,Finance
10452,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.100% Cumulative Preferred Share of Beneficial Interest, Series S",16.48,-0.48309179,36733,0.6576375,47994410021,0.7136918,23.0912,96.69494702,4.02989,Finance
10453,PT Sumber Alfaria Trijaya TBK,0.05508,-70.99526066,1013,0.32332195,7574069512,10.62050247,0.0051862,36.69095366,0.84421,Retail Trade
10454,PSB Holdings Inc.,21.15,0,995,0.69280045,95568715.38,7.28030016,2.9051,-3.06316527,2.5641,Finance
10455,"PS Business Parks, Inc.",12.85,-1.15384615,275,0.1408595,,,,,,Finance
10456,"PS Business Parks, Inc.",12.95,0,6231,1.21230398,,,,,,Finance
10457,"PS Business Parks, Inc.",12.9,0.07757952,150,0.01374457,,,,,,Finance
10458,Nevis Brands Inc.,0.1018,0,600,0.02785903,3882685.179,,-0.0287196,42.7627673,0,Health Technology
10459,Poseidon Nickel Ltd.,0.021,-19.23076923,59524,0.84026804,39809144.29,,-0.002331,22.3777,0,Non-Energy Minerals
10460,Prospect Capital Corporation,5.96,0,1506121,1.2467502,2432469577,,-0.4469,-133.8227503,12.0805,Finance
10461,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock,15.315,-1.57455013,17724,2.32735868,2432469577,,-0.4469,-133.8227503,12.0805,Finance
10462,"Cohen & Steers Select Preferred and Income Fund, Inc.",17.03,-1.16076611,47775,1.62657678,204813000,,,,9.51263,Miscellaneous
10463,Paysafe Limited,10.76,-2.88808664,367103,0.93411217,659232669,,-0.6452,97.84423135,0,Commercial Services
10464,PERFECT SOLUTIONS GROUP INC.,0.0649,8.16666667,2350,0.0674822,686205381.4,,,,,Health Services
10465,"Pershing Resources Company, Inc.",0.0272,-9.33333333,150,0.00641209,9958944,,-0.002,-5.26315789,0,Non-Energy Minerals
10466,Pt Semen Indonesia (Persero) Tbk,0.4049,-12.96216681,500,0.08182369,2733698562,16.23431435,0.024941,7.70210689,3.74336,Non-Energy Minerals
10467,Pt Semen Indonesia (Persero) Tbk,8.2845,2.15166461,115,0.23618813,2830245585,16.87270876,0.491,1.99418363,2.76457,Non-Energy Minerals
10468,Performance Shipping Inc.,2.13,-0.93023256,1970897,2.62181397,24994876,0.50140063,4.2481,,0,Transportation
10469,LUCERO ENERGY CORP.,0.478,2.35546039,71550,5.09964078,314577208.1,5.47164179,0.08735952,-8.89995307,0,Energy Minerals
10470,"Power Solutions International, Inc.",3.14,-3.38461538,25649,9.24354908,72121159,3.20212115,0.9806,,0,Producer Manufacturing
10471,Sprott Physical Silver Trust ETV,7.46,-0.92961487,1538342,0.45680629,3743290000,9.10311165,0.8195,,0,Miscellaneous
10472,Persimmon Plc,25.32,-3.68961582,23763,0.63268795,4024394006,10.34440495,2.4477,-63.26319265,5.7695,Consumer Durables
10473,"PriceSmart, Inc.",73.75,-1.1526605,399834,0.95415665,2289865563,19.60237089,3.7623,15.68476723,1.24746,Retail Trade
10474,Parsons Corporation,57.83,0.19057519,984241,1.46729268,6065519279,52.2308526,1.1072,43.10456249,0,Technology Services
10475,PUBLIC SNEAKER COLLECTION LLC,0.41,7.89473684,681,1.48075669,,,,,,Technology Services
10476,"Personalis, Inc.",1.06,-0.93457944,221050,1.45244452,51430033,,-2.3641,-13.75162392,0,Health Services
10477,Polestar Automotive Holding UK Limited,2.82,-0.35335689,2379197,0.70596242,6021116620,,-0.1308,62.89361702,0,Consumer Durables
10478,Polestar Automotive Holding UK Limited,0.403,1.76767677,72222,1.11298779,6021116620,,,,0,Consumer Durables
10479,"Pearson, Plc",10.97,-0.81374322,213004,1.04135622,7858276971,22.0413904,0.4977,2.42848323,2.50032,Consumer Services
10480,Pearson PLC,10.48,0.57581574,1600,0.89325592,7451673559,20.0986352,0.52142844,1.82089422,2.41296,Consumer Services
10481,PSP Swiss Property,118,-1.3584117,206,1.21821407,5412410801,26.96794209,4.37556561,-57.43217661,3.41727,Finance
10482,3POWER ENERGY GROUP INC,0.0019,58.33333333,20000,5.83226408,521161,,,,,Utilities
10483,"PSQ Holdings, Inc.",4.55,-10.07905138,223073,1.65849093,110747344,62.93222683,0.0723,-74.86965589,0,Technology Services
10484,VALIANT EAGLE INC.,1.00E-06,-99,506102,0.06479831,3481,0.00076923,0.0013,-18.75,0,Health Technology
10485,"PASSUR Aerospace, Inc.",0.01,0,150,0.00221268,77120.9,,,,0,Technology Services
10486,"Puissant Industries, Inc.",0.09,-18.18181818,32094,2.11105849,1371150.276,,-0.0093,-4750,0,Energy Minerals
10487,"Pure Storage, Inc.",35.9,-1.85893931,1562952,0.71905045,11199221744,,-0.0267,53.07557118,0,Electronic Technology
10488,"Postal Realty Trust, Inc.",13.75,-0.07267442,102462,0.89603221,340441823,104.8018293,0.1312,6.66666667,6.89091,Finance
10489,"PLUS THERAPEUTICS, Inc.",1.23,5.12820513,62601,0.80935161,3541933,,-8.0403,45.1570877,0,Health Technology
10490,Postal Svgs Bk of China Ltd.,9.73,1.35416667,341,0.10619745,65140474827,3.67336152,2.6488,2.70647538,5.78272,Finance
10491,"Poseida Therapeutics, Inc.",2.16,-4.42477876,330439,0.86511664,187738997,,-0.2362,89.60387324,0,Health Technology
10492,"PetroSun, Inc.",0.05,0,7599,0.52047232,17150038,,,,0,Industrial Services
10493,PRISM SOFTWARE CORP,0.0001,0,10000,0.53151061,14159,,,,,Technology Services
10494,"Principal Solar, Inc.",0.0055,10,222101,2.15222281,1447275,,-0.0077,82.09302326,0,Utilities
10495,Phillips 66,110.75,-1.23071435,1976849,0.67390834,49315638618,4.80535597,23.0472,98.59886772,3.72009,Energy Minerals
10496,PsyBio Therapeutics Corp.,0.0051,-17.74193548,3817,0.14358801,428264.85,,-0.03145848,45.13375242,0,Health Technology
10497,PSYC Corporation,0.0017,0,866454,1.75582681,145179,,-0.0041,24.07407407,0,Technology Services
10498,Psyched Wellness Ltd.,0.037,-14.35185185,4683,0.11050493,5378863.283,,-0.01944096,23.11498646,0,Non-Energy Minerals
10499,Psyence Group Inc.,0.167625,45.88772846,110,0.0383971,6520444.975,,,,0,Industrial Services
10500,Pason Systems Inc.,10.26,4.26829268,403,0.48182688,821509676,8.42692366,1.21752616,111.267489,3.47826,Technology Services
10501,Pintec Technology Holdings Limited,1.26,0.39840637,147429,1.12601046,20094430,,,,0,Finance
10502,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,16.84,-0.88287228,127562,0.9616543,,,,,,Miscellaneous
10503,PT Astra International,7.525,-1.37614679,21911,1.58964276,15416136138,8.14834867,0.9235,-8.70897588,8.19209,Distribution Services
10504,PetroTal Corp.,0.5403,-2.49052518,3000,0.04119142,495699989.2,4.68103466,0.1154232,-38.34458585,5.33333,Energy Minerals
10505,"Potash America, Inc.",0.001,-23.07692308,210400,1.06667532,148625.2174,0.43478261,0.0023,,0,Non-Energy Minerals
10506,PT Bank Negara Indonesia TBK,17.704,3.3810219,10516,2.32690903,12704250544,20.14794583,0.8787,28.61533958,2.7192,Finance
10507,"Potomac Bancshares, Inc.",15.76,2.33766234,818,0.68274768,65148862.27,8.32101373,1.894,6.58413056,2.37866,Finance
10508,PTC Inc.,144.14,0.43199554,617230,1.01436793,17128619365,55.86821705,2.58,-38.72607229,0,Technology Services
10509,PureTech Health PLC,2.216,-2.37885463,339,0.25481058,607443777.5,,-0.17719428,74.64580672,0,Health Technology
10510,PetroGas Company,0.2093,30.8125,100,0.09920635,4405438,,-0.0047,99.98959537,0,Energy Minerals
10511,"PTC Therapeutics, Inc.",20.51,-7.36224029,1707933,1.07827089,1545325053,,-8.4236,-7.57148148,0,Health Technology
10512,Plaintree Systems Inc.,0.039,-11.36363636,200,0.12296342,504084.75,,-0.18007528,-88.39586436,0,Electronic Technology
10513,Pioneering Technology Corp.,0.017,0,300,0.03360177,952714,,-0.00777032,25.87231197,0,Electronic Technology
10514,"Pegasus Tel, Inc.",0.0005,25,200000,0.37296295,1755248.889,,,,,Communications
10515,"Patterson-UTI Energy, Inc.",13.36,-1.11028868,5168441,0.77114289,5545981791,8.34634847,1.6007,,2.39521,Industrial Services
10516,"Protagonist Therapeutics, Inc.",15.37,-1.47435897,788033,1.24978114,884239827,,-2.6744,2.28003508,0,Health Technology
10517,"Pono Capital Three, Inc.",10.57,0.09469697,478007,4.84022921,,68.99477807,0.1532,,0,Finance
10518,Pantheon Resources Plc,0.35975,1.62429379,153033,0.64309145,330650443.9,,,,0,Energy Minerals
