Company Name,ABN,Telephone,Facsimile,Address,Email,Website,Description
Nissan Casting Australia P/L,25 005 092 704, 03 9797 4020, 03 9797 4060, 209-235 Frankston-Dandenong RoadDandenong VIC 3175,,https://semma.com.au/member/nissan-casting-australia-p-l/,Nissan Casting Australia Plant (NCAP) is a subsidiary of Nissan Motor Company Australia. The Nissan Casting Plant team aim to develop a centre of excellence across Asia through incorporating Nissan's global manufacturing principles 'Kaizen' and developing close working relationships with suppliers. Our casting production facility is a unique environment that is not aligned to a vehicle assembly.
Nitto Denko (Australia) Pty Ltd,69 002 483 945, 03 9799 3100, Visit Website →, 46-50 Remington DriveDandenong South VIC 3175,,http://www.nitto.com/,"Nitto Denko Australia was established in 1982. We pride ourselves in contributing value creation and innovation through enhanced engagement and by aligning the right product to amaze and inspire our customers. By utilizing the four core technologies of the Nitto Group; Adhesion, Coating, Polymer Function Control and Polymer Analysis & Evaluation, Nitto Australia offers our customers a variety of innovative products across 70 business fields within Building & Construction, Transportation, Life Sciences, Agricultural, Aerospace and Consumer Goods. Our strength lies in our ability to anticipate challenges, exercise curiosity, leverage change and take a bold step forward. We are driving growth and stimulating demand by constantly creating new products and developing new applications in the domains of Green (environment), Clean (new energy) and Fine (life sciences). Our commitment to innovation and originality are core components of our company philosophy."
Norden Body Works,, 9793 1066, 9794 5840, 62 Bennet StreetDandenong VIC 3175,reception@norden.com.au,http://www.norden.com.au,"Since it's conception in 1959, Norden has established itself as a market leader in the vehicle access, customised body building and hydraulic industries. Founded by Mr Ronald Anson, Norden Body Works initially designed, engineered and built commercial truck bodies for the transport industry. Due to massive growth and demand, Norden Body Works expanded it's range to include chassis modifications, specialised tipping bodies, custom built semi-trailers, curtain side bodies and hydraulic agricultural spray booms. In 1982 Norden Body Works diversified, creating Norden Conversion. This division of Norden focuses on the need for vehicles that provides wheelchair access to the wider community. Now the bench mark in our industry, Norden Conversion continues to broaden it's services with an ever increasing variety of vehicle modifications. 1986 saw the inauguration of Norden Hydraulic Connections, supplying fluid conveying products to the mining, petroleum, manufacturing, military and high performance industries. To augment it's already vast range, Norden Hydraulic Connections also stock cargo control systems for road, rail and air transportation. Already an integral product line, the Kwikee electric step has become a staple addition to many Norden Conversion customers. Established as the premier RV component supplier in the USA, the Kwikee product range is vast and comprehensive. With innovative designs for cargo slides to automatic leveling systems, the local leisure vehicle industry is now supported through Norden's continuous commitment to service. Norden,"" A proud tradition since 1959""."
Nu-line Windows,51059124319,397920083,397920087, 10 Arctic CourtKeysborough VIC 3173,info@nulinewindows.com.au,https://nulinewindows.com.au,"Nu-Line Windows is an Australian-owned company dedicated to providing quality made-to-measure commercial aluminium windows and doors for homes and commercial buildings. We specialise in the following products:  Bifold doors and windows  Frameless glass bifold doors  Stackable and sliding doors  and other operable commercial windows and doors. We have been working in the industry for many years now so our technical knowledge is unparalleled. So, if you have any questions or simply just require some advice our team is more than happy to help. What sets us apart from our competitors is our ability to manufacture large customisable windows and doors because we only use quality commercial/architectural aluminium extrusions and hardware. This is great for showing off views, creating a great atmosphere and ensuring durability. We manufacture everything ourselves which allows us to offer our customers a high degree of customisation which our competitors simply cannot. Similarly, we also have dedicated experienced installation teams should you require us to install. Feel free to browse our website for more information and photos. Our blog page continually gets useful and helpful content added to it, so feel free to browse through that too. Should you have any questions please do not hesitate to contact us as our friendly team are more than happy to help. If you would like to request a free no obligation quote you can simply go to the contact us page and fill out the form as necessary, send us an email or call us. Don't forget we have a showroom at our head office should you wish to come and inspect our product in person and meet our team."
Numiscon,32 081 592 467, 0419 588 095,, Ascot StreetDoncaster East VIC 3109,john.tsoucalas@numiscon.com,https://www.numiscon.com/,"With over 30 years’ experience in technology commercialisation and export marketing, we can help you grow your business and maximise government Manufacturing and R&D grants for your process or innovative product.
•	Manufacturing strategy support and assistant with Government Grants
•	R&D Product Strategies and assistance with Government grants
•	Commercialisation strategy development"
o.d.t. Engineering Pty Ltd,27 006 369 348, 9706 4135, 9706 4152, 521 Hammond RoadDandenong VIC 3175,accounts@odt.com.au,http://www.odt.com.au,"o.d.t. Engineering specializes in the design, manufacture and supply of high quality casting equipment, material handling equipment and services for Aluminum & Magnesium Industries throughout the world. Products include Ingot casting, stacking and strapping equipment; Billet casting equipment; Refractory products; Consumables and spare parts for casthouses. o.d.t. Engineering is a participant in the Cooperative Research Centre for Cast Metals Manufacturing (CAST), a leading light metal casting technology research centre. The comprehensive experience of CAST and the vast knowledge and experience of the o.d.t. Team is a unique combination. This co-operation between CAST and o.d.t. assists o.d.t. Engineering to remain at the leading edge of technology and ensures the latest technology in Aluminium casthouse equipment is readily available for our clients in the rapidly growing aluminium industry. Our own manufacturing company enables o.d.t. Engineering to fully control quality and ensure prompt delivery of its products. The manufacturing company provides the base for o.d.t. Engineering to complement its design expertise. o.d.t. Engineering has seen sustained growth over the years and has contributed to the success of a number of major projects in terms of design excellence, manufacturing quality, installation, commissioning and completion within time and cost limits. The acquisition of a manufacturing company - Ajay Engineering - in 1987 enabled o.d.t. Engineering to fully control the quality and ensure prompt delivery of its products. The new company gave o.d.t. Engineering a manufacturing base to complement its design expertise. Further staff recruitment has enhanced the company's expertise in the design and manufacture of casthouse equipment and services. Ajay Engineering Co. specialises in the design, manufacture and repair of a wide variety of equipment in the engineering and manufacturing industries throughout Australia and worldwide. Our experienced and professional team is dedicated to providing our customers with quality, cost efficient service in an economical time frame. Our well-equipped workshops includes fabrication, machining and fitting, which allows us to complete turnkey projects or jobbing work for both large and small companies and individuals."
Open Welding,, 0403 051 180,, 7 Clapham RoadHughesdale VIC 3166,Malcolm@icaruslearning.com,https://openwelding.com/,"Open Welding is an Australian owned and operated innovator, helping supply chains of welded product meet specifications locally, remotely or globally, 24/7."
Options Consulting Group,, 03 9693 9300,," Level 3, 20-22 Albert RoadSouth Melbourne VIC 3205",contactus@optionsgroup.com.au,https://www.optionsgroup.com.au/,Options Consulting Group's mission is to assist business realise full potential and facilitate growth. Our consultative approach is trusted long-term partner of business through delivering processes and outcomes to address the needs of all stakeholders.
Outerspace Design,97057888552, 03 9427 0355, 03 9428 2088, 50 Duke StreetAbbotsford VIC 3067,hello@outerspace.co,http://www.outerspace.co/,"Product Design and Engineering
Outerspace Design has helped hundreds of Australian brands, including small startups and large companies, excel on the world stage."
P1 Technology,20 111 097 824, 03 9874 5473,, 208 / 142-144 Greens RoadDandenong South VIC 3175,luke@p1technology.com.au,https://www.p1technology.com.au,P1 Technology takes the stress out of business technology with people-driven Managed IT solutions.
Parish Engineering Pty Ltd,, 03 9555 3377,, 48-50 Levenswell RoadMoorabbin VIC 3189,sales@parishengineering.com.au,https://www.parishengineering.com.au/,"Parish Engineering is a family owned, Australian repetition engineering company, manufacturing quality precision components in Moorabbin, Victoria. The company is in the enviable position of being small enough to offer personal contact with the owners of the business, yet large enough to provide the most sophisticated technology available."
PIER Marketing Group Pty Ltd,32602947795,359753742,, 3/2a Carbine WayMornington VIC 3931,alex@piermarketing.com.au,https://www.piermarketing.com.au/,"PIER Marketing is your full-service outsourced marketing agency. Our experienced team elevates brands through strategically driven marketing activity and aspirational design. All to achieve organisational growth.
We deliver marketing across a range of industries from professional services to manufacturing, construction and wholesale to wellbeing as well as government and not-for-profit to name a few. We operate across both B2B and B2C.
By applying our own standards as ex-clients, we ensure that all our marketing and advertising services are cost-effective, customer-centric and consistently aligned to your business goals. If it isn’t, we won’t do it."
Plasmac (Plastic Machining), 81 109 901 237, 03 9543 6464, 03 9543 4324, 26 Cleeland RoadOakleigh South VIC 3167,sales@plasmac.com.au,http://plasmac.com.au/,"Plasmac are suppliers, manufacturers and fabricators of an extensive range of Engineering and Industrial plastics."
Plastool,30 100 956 232, 03 9588 2555, 03 9588 1755, 70 Bond St WestMordialloc VIC 3195,,https://semma.com.au/member/plastool/,"Plastool specialises in delivering high precision 3D CNC machining solutions, with an emphasis on first class customer service. With a proven track record spanning fifty years, Plastool has developed technical expertise and project management systems that are second to none. For our clients, that means knowing the job will be done on time, and knowing it will be done right. From its origins as a pioneer in the plastic injection mould industry, Plastool has provided solutions to some of the world's largest companies, and is now positioned to provide precision 3D engineering and tooling solutions to a range of industries. Our new purpose-built tool making facilities, opened in 2003, provide us with the capacity and versatility to tackle the most challenging projects. Plastool has developed an in-house computerised job-tracking system that enables us to maximise throughput. This means time and cost savings for our customers, along with the peace of mind of knowing when the job will be done."
PMG Engineering Services Pty Ltd,95064086193, 03 9580 0455, 0 39587 7655, 37-43 Macbeth StreetBraeside VIC 3195,pmg@pmgeng.com.au,https://www.pmgeng.com.au/,"We are experts in custom injection moulding and tool making. PMG Engineering are family owned and operated since 1994 and are one of few businesses who provide full services from concept to finished goods, using our own in-house processes to support all stages in the development of a successful product. This includes ensuring compliance with all manufacturing and industry standards, and maintaining the highest standard of professional conduct with our valuable staff and customers."
Precision Plating (Aust) Pty Ltd,74082999264,397929815,, 11 Advantage DriveDandenong South VIC 3175,rohan@precisionplating.com.au,http://www.precisionplating.com.au/,"Precision Plating has been offering decorate and functional coatings for 50 years for Australian Manufacturers. Finishes include:
Zinc - yellow and blue
EDP (E-coat) - high corrosion resistance black semi-gloss paint electrodeposited
Decorative finishes including chrome, nickel, copper, gold, black chrome, satin finishes, silver, gunmetal
Assembly and supply chain management
ISO:9001 Accreditation
(Incorporating Wilcox Metal Finishing)"
Propharma Australia P/L,50 004 983 984, 03 9794 7166, 03 9706 7265, 6 Elliott RoadDandenong VIC 3175,,http://www.propharma.com.au/,"Propharma has been manufacturing and providing services to the stockfeed, veterinary, pharmaceutical and food industries for over 35 years..."
QSE Dynamics,, 0478 566 529,, 15 Woodlands AvenueEmerald VIC 3782,julianw@qsedynamics.com.au,https://www.qsedynamics.com.au,"8+ years of simplifying Management Systems for small, medium and large businesses Australia wide.
A unique approach developed from real world experience."
Rae-Line,71 007 370 247, 9728 8300,," Factory 5, 209 Liverpool RoadKilsyth VIC 3137",chrisc@rae-line.com.au,http://rae-line.com.au/,"With over 40 years in business, Rae-Line is the Australian market leader and specialist in the design and manufacture of commercial upholstery for some of the biggest names in the automotive, heavy transport and sports leisure industries. In line with our customers' demands we have developed and grown our product base and we have earned a trusted reputation for producing the highest quality products, on time every time, at value for money. Rae-Line's 70 employees pride themselves on in-country design, manufacture and sub-assembly from our two modern and automated facilities; Victoria (4400sqm) and Queensland (1000sqm). Our products are backed by in-house technical assurance and 100% quality inspection. Web: www.rae-line.com.au Facebook: https://www.facebook.com/Rae-Line-463365213675802/?ref=hl Instagram: commercial_upholstery_rae_line"
Redei Enterprises Pty Ltd,, 03 8752 2379,," Units 8-9, 80 Monash DriveDandenong South VIC 3175",max@redei.io,https://www.redei.io/,"REDEI stands for Renewable Energy Design, Engineering and Installation, this means we manage the entire project from concept to completion and beyond!"
Redline Engineering,51005200966, 03 9580 0288, 03 9580 7542, 27 Hinkler RoadMordialloc VIC 3195,,http://www.redline.com.au/,"Redline Engineering is one of Australia'a leading manufacturers of repetition components, with a reputation for versatility, quality and service. A high level of engineering and technical expertise, combined with latest technology C.N.C. turning and milling machines, has enabled Redline to build a solid reputation supplying components into industries such as automotive, medical, mining, defence, fire protection and public transport. One of Redline's strengths lies in expertise with prototype development. Working closely with the customer, ideas are taken from the drawing board to commercial success, from the individual components to complex assemblies. This is achieved through extensive knowledge of various machining techniques and processes, combined with many years of experience. The ability to offer the above to markets beyond Australia, particularly to Asia, is seen as a key element supporting the continuing growth of this well established company."
Refined Tooling,49082164314, 03 9775 0239, 03 9775 1149, 40 Aster AvenueCarrum Downs VIC 3201,,http://www.refinedtooling.com.au/,"Refined Tooling first began operating in 1995 as a Custom Injection Moulding Company with in-house toolmaking capabilities. Focusing on customer needs has facilitated our growth since the company began. We now have eight injection moulding machines ranging from 50T to 200T capacity. In a difficult manufacturers environment we operate with a small, highly skilled team; keeping our costs to a minimum. We have an in house tool room (complete with cad cam and a CNC mill) capable of part design, tool design and production and maintenance of tooling. Our other equipment includes a Clam Shell Die Cutter, ultrasonic welders, pad printers plus more."
Reliant Business Insurance,, 0492 333 953,, 24 Patricia LoopKeysborough VIC 3173,grahamd@reliantbusinessinsurance.com.au,https://reliantbusinessinsurance.com.au/,We understand that time is money when it comes to business. That is why our brokers aim to take the stress out of arranging insurance cover for your business. We will explain the coverage options in plain English and negotiate with insurers on your behalf to arrange suitable coverage for your business. Allowing you to focus on what you do best!
Ringwood Training,, 03 9845 7560,, 3 Hill StreetRingwood East VIC 3135,admin@rt.vic.edu.au,https://ringwood.training/,"Ringwood Training (RT) is a government school Registered Training Organisation on a single dedicated campus at Ringwood Secondary College, centrally located in the eastern Melbourne area."
Ronson Gears Pty Ltd,79 004 510 972, 03 9276 8900, 03 9555 7480, 18 Teton CourtHighett VIC 3190,sales@ronsongears.com.au,https://ronsongears.com.au,"Proudly Australian with an international reputation for quality and first-class customer service, Ronson Gears manufactures gears for diverse industries including aerospace, agriculture, automotive, defence, energy, medical, mining and rail. We have the capacity to manufacture a wide range of gears and other power transmission products utilizing state-of the-art CNC equipment. With our diverse range of CNC equipment, Ronson Gears also manufactures machined parts that require high precision and strict quality control . Established in 1954, Ronson Gears is an active member of international industry associations including Eurotrans and the American Gear Manufacturers Association (AGMA), and has firm relationships with associate companies in Europe, Great Britain, Japan, China, New Zealand, USA and South America. In 2009, Gordon New, Ronson's managing director, was appointment to the AGMA Board of Directors, cementing Ronson Gears' reputation as a leading Australian player in the international gear market."
S & A Stairs,, 03 9532 0224,, 31-41 Woodlands DriveBraeside VIC 3195,sales@sastairs.com.au,https://sastairs.com.au/,"S&A have been crafting stairs for 100 years. In that time, we have become synonymous with consistency, quality, and style."
S.M.A.R.T. Recycling / Waste Converters Recycling,58 097 356 879, 03 8787 3300, 03 9799 2165, 185 Dandenong Hastings RoadDandenong South VIC 3175,,http://www.wasteconverters.com.au/,"Smart Recycling/Waste Converters Recycling is a Dandenong based environmentally and ethically conscious company. Our team see waste as an important resource that can be transformed into a multitude of useful products. We are constantly looking for innovative ways to turn waste into worth. Our depot is conveniently located 30 minutes, South-East of Melbourne in the City of Greater Dandenong. Dandenong is Melbourne's second largest retail, commercial and manufacturing centre and is home to over 7,000 businesses. Smart Recycling's products and services are assisting over 2000 local organisations to reduce both their landfill costs and carbon footprint. At Smart Recycling, over 90% of incoming waste is transformed into useful, cost effective, environmentally friendly products such as, soil, mulch, aggregate and recycled timber products."
SAS Metal Solutions,,397751600,, 4 Brett DriveCarrum Downs VIC 3201,sales@sasmetalsolutions.com.au,https://sasmetalsolutions.com.au/,"SAS Metal Solutions is a design and manufacturing business with vast expertise in the Sheet Metal Industry.  With a passion for quality design and functionality, we are here to ‘bend and flex’ with our customers in order to meet their requirements."
SCH Engineering,82 112 936 419, 03 9560 4285, 03 9560 1506, 44-46 Henderson RoadClayton North VIC 3168,scheng@schengineering.com.au,http://www.schengineering.com.au,"SCH Engineering, situated in Clayton North, Victoria, comprises a highly skilled team of toolmakers and builders of special purpose machinery, jigs, fixtures, press tools and spare parts for a multitude of industries. The Company originated in 1965 by Hans Schnepf and Wolfgang Schumacher who both retired in May 2005 and subsequently sold the business to Norman Harrison who was their foreman for many years. Since that time SCH has become a Division of Harrison Engineering Pty Ltd, still offering its customers the same high standards in quality and efficiency. We have experience in developing solutions to meet every challenge and are highly competitive in cost and delivery, providing exceptional customer support. Our high accuracy in the manufacturing of tooling has been one of the driving influences in the success of our business. We have been able to consistently work to accuracies of +/- 0.005 mm (upon request, closer tolerances are achievable). Our firm owns high precision equipment and our experienced staff are always searching for a challenge. SCH Engineering has had great success working for Australian-based International Companies and is also proud to support local industry. SCH Engineering has recently been granted the 'ISO 9001:2008 ' accreditation"
Schmalz Australia Pty Ltd,47 005 126 876, 03 9215 8800,, 25 Turbo DriveBayswater VIC 3153,schmalz@schmalz.com.au,https://www.schmalz.com/en-au/,"Vacuum technology is suitable for a wide range of industries and requirements: for the gentle handling of sensitive surfaces as well as for applications in harsh production environments. From the smallest circuit boards to the largest rotor blades for wind turbines, from light packages to heavy metal sheets: vacuum can be used to reliably grip a wide variety of goods."
Sepal Pty Ltd,84 165 783 728, 1300 4 SEPAL (73725),, 123-125 Atlantic DriveKeysborough VIC 3173,sepal@sepal.com.au,http://www.sepal.com.au/,"Launched in 2014, Sepal is a privately owned Australian business, manufacturing a range of ready-to-use, 100% recyclable, specialised infant feeding teats and related products, including teats, bottles, blanking caps, dust covers, EBM vials and tamper-evident labels. Developed specifically for use at The Royal Children's Hospital, Melbourne, the full product range is also available to purchase for home use. The design solves traditional issues with flow consistency, leaking collars and anatomical shape while offering an unprecedented range of sizes and flow rates. Developed in close collaboration with The Royal Children's Hospital, Melbourne over a 4 year period, the design holds patents worldwide for both the anatomical shape and venting system."
Setec BMPRO Pty Ltd,59 646 354 127, 03 9763 0962, 03 9763 8789, 19 Henderson RoadKnoxfield VIC 3180,info@setec.com.au,http://www.setec.com.au/,"Setec is an Australian designer and manufacturer of innovative power solutions, designed, refined and built on-site for real-world applications. Since 1968, Setec has provided its customers with leading-edge power solutions, establishing a reputation for quality, reliability and advanced technology that will stand the test of time. Whilst historically specializing in Custom-Designed Power Solutions, Setec also produces a range of Standard Power Supplies as its growing export market extends around the globe. Additionally, Setec's consumer brand - BMPRO - is a world-leading range of power management and battery charging solutions designed and manufactured in Australia for the RV, caravan, automotive & marine sectors. This innovative brand of products has been developed to assist enthusiasts with effectively managing their battery power, to make the most of their travels."
Sharrock Pitman Legal Pty Ltd, 50 163 550 767, 03 9560 2922, 03 9561 3342," Suite 2, 40 Montclair AvenueGlen Waverley VIC 3150",mitchell@sharrockpitman.com.au,https://www.sharrockpitman.com.au/,"Since 1967, Sharrock Pitman Legal has made a significant and long term contribution to meeting the unique and often complex legal needs of business owners in South Eastern Melbourne. We are a specialist law practice, accredited by the Law Institute of Victoria as specialists in Commercial Law and Property Law. You will experience us as a caring law firm from start to finish. That we really do care can be seen in everything we do because that is our motivation in practising law. You will find that we will be 'on your side' because we care. We do not just do legal work for the sake of it. When we do your legal work, we will be totally focused on you (and your business) actually receiving added value. We know that every dollar counts when running a business. Accordingly, we are able to agree with you up front on a fixed price for your legal work, in accordance with a scoping which sets out the required work. You will therefore have certainty from the outset about what you will need to pay and you will not get any surprises when we send you an invoice. We also sponsor and facilitate the 'School of Hard Knocks for Stressed Business People and Reluctant Entrepreneurs', which is a quarterly event for business people in South Eastern Melbourne. It is open to all owners and managers of businesses, no matter their industry or the size or type of business. Meetings are held quarterly, with keynote business speakers, discussion groups, business book reviews, handouts and legal spotlights. By being different as a law firm in these ways, we can make a real difference to you and your business - On Your Side! Contact - Mitchell Zadow, Principal & Accredited Commercial Law Specialist (mitchell@sharrockpitman.com.au) Follow us on Twitter - http://twitter.com/sharrockpitman Follow us on LinkedIn - http://www.linkedin.com/company/sharrock-pitman-legal"
Sign Manufacturers Insurance Brokers, 15 006 568 501, (03) 9797 2992,," Suite 3, 73 Robinson StreetDandenong VIC 3175",Info@smib.com.au,https://www.smib.au/,"SMIB are the country's largest industry specific insurance brokers dealing exclusively with Sign, Graphics, Print and Associated companies. Based out of Melbourne, we have clients spanning across every state in the country and are the undisputed leaders in arranging and advising on commercial insurance for Sign, Print & Graphics companies."
Social Engine,,411021608,, 11 Clarence StreetBentleigh East VIC 3165,mark@socialengine.org.au,https://www.socialengine.org.au/,"Social Engine’s mission is to build life skills and provide work experience that enables ‘at risk’ young people to secure real jobs. Our primary purpose is to change lives through getting young people into work that matters, but we’re also committed to building awareness of issues surrounding youth unemployment. Our mission is to create a financially viable and sustainable social enterprise that facilitates the ongoing creation of job opportunities for those who need them. Any profits are reinvested in the enterprise to create more jobs for ‘at risk’ youth."
Southern Electronic Services, 66 005 276 817, 03 9706 4202, 03 9706 4206, 8 Superior DriveDandenong South VIC 3175,jbrenwick@hotmail.com,http://www.southernelectronicservices.com.au/,"Our company manufactures power transformers, chokes and other wound components which are specifically designed to meet our customers' requirements. We stock a wide range of materials enabling us to meet urgent custom transformer requirements within days, or even sooner! Our transformers are generally manufactured in these sizes:  Single phase 2 VA up to 500 KVA  Three phase 100 VA up to 1000 KVA  Toroidal up to 5 KVA  Power and output transformers (push pull and single ended) for valve amplifiers An extensive range of power supplies and variable transformers is also available. About one third of our power transformer production goes into Australian-made equipment for export. As a result, our Melbourne-made transformers are currently being used in some 85 countries around the world."
SPEE3D,72602821518,410656936,, 5 Wayne CourtDandenong VIC 3175,contact@spee3d.com,http://www.spee3d.com/,SPEE3D has developed and manufactured a revolutionary metal based 3D printer. The technology manufactures part fast at low cost with the flexibility offered by 3D printing. It will change the way parts are manufactured.
Spiral Duct Australia Pty Ltd,86817834607, 03 9587 4185,, 4 Walker StBraeside VIC 3195,info@spiralduct.com.au,https://spiralduct.com.au/,"Spiral Duct Australia has emerged as a leading manufacturer of air management and water transfer solutions over the last 20 years.  We provide the highest quality products and services available to a broad range of industries across Australia. Some of these include HVAC, water treatment, dust and fume control, and waste/product transfer."
Spiralworks Pty Ltd,83169299129, 03 9775 0377,, 54 Frankston Gardens DriveCarrum Downs VIC 3910,cindy@spiralstairs.com.au,https://spiralstairs.com.au/spiral-stairs/,"Spiralworks offers custom built Internal and External spiral staircases, supplying to home, commercial and domestic environments. We offer a complete package service, starting with our in-house drafting. We produce detailed shop drawings to ensure accurate fabrication. All detailing complies with the Building Code of Australia. By offering a start to finish product, we ensure a more cost effective spiral stair.
We are the only spiral stair manufacturer to have registered designs with the Australian Patents Office, testament to our engineering skills in manufacturing our unique stair and handrail system. With the introduction of our spiral stair kits, Spiralworks quality and value has come to be known Australia-wide. Nobody has the same style and quality spiral stairs as Spiralworks."
Stahl Metall,64612151872,61390154583,," Unit 5/1470 Ferntree Gully Road,Knoxfield VIC 3180",Sales@StahlMetall.Com,https://www.stahlmetall.com,"Stahl Metall specialises in design and manufacture of custom cable and harness assemblies, C3i / C4i systems, complete communication, power / electrical enclosures & box assemblies, complete 19” rack assemblies, custom metalwork and distributing of high performance interconnect components, earth bond products and IP68 stainless steel enclosures. Full 'Plug and Play' systems."
Steg Engineering, 22 994 513 383, 03 5979 3660,, 37 Mayne AveHastings VIC 3915,steg@steg.com.au,https://semma.com.au/member/steg-engineering/,"Steg Engineering is a medium sized General Engineering company that provides service to the Steel Industry in Small to Heavy Machining, Fitting and Fabrication. We carry out large and small scale projects. Also able to respond to emergency work around the clock."
Sterling Pumps,, 03 5941 3400,, 14 Sharnet CircuitPakenham VIC 3810,anton@sterlingpumps.com.au,https://www.sterlingpumps.com.au/,"Sterling Pumps is an Original Equipment Manufacturer (OEM) of standard and custom-designed pumps based on the outskirts of Melbourne. Sterling Pumps designs, 3D CAD models, 3D prototype prints, casts, machines, welds, fabricates, assembles and tests our pumps."
Successful Endeavours Pty Ltd,30 080 508 603, 03 9796 0365,," Suite 4 Level 1, 58-60 Victor CrescentNarre Warren VIC 3805",ray@successful.com.au,http://www.successful.com.au,"Successful Endeavours is Research and Development for hire and located in Melbourne, Australia. We create electronics products for Australian electronics manufacturers who are looking to keep their manufacture in Australia. Everything from industrial controls, power, water, waste, communications, telemetry, tracking and custom IoT including the on board embedded software and the IoT web services needed to pull it all together."
Sullair Australia Pty Ltd,68 006 732 332, 1300 266 773, 03 9703 9053, 7 Bazalgette CrescentDandenong South VIC 3175,,http://www.sullair.com.au/,"Sullair Australia is subsidiary of Sullair LLC, recognised globally as a leading supplier of stationary and portable air compressors along with compressed air treatment equipment and vacuum systems. Having over 40 years' experience in the Australian market has allowed Sullair Australia to develop products to meet the specific needs of the Australian market. Sullair's Champion and ShopTek range of stationary electric compressors and diesel portable compressors are used by customers ranging from small workshops through to some of the nation's largest manufacturing and mining operations. Sullair Products Sullair's CHAMPION and ShopTekTM Screw Compressors are superior products providing the energy efficiency and reliability required for your operations. Sullair Portable Compressors are especially designed for use in extreme conditions in the construction and mining industries. Sullair Australia also has an extensive range of air receivers, water chillers, vacuum systems and a wide range of associated ancillary equipment. Customer Engagement We closely collaborate with our customers to find efficiencies in air compressor energy usage, subsequently decreasing manufacturing costs in their plant. Sullair also offers various air compressor services to suit our customers' needs. Continues Support Sullair Australia provides full air compressor service support through its Customer Care division which operates from seven branch offices including Melbourne, Newcastle, Sydney, Brisbane, Mackay, Perth and Adelaide. Sullair Australia products are available to you through a network of more than 22 locations across Australia, giving you the security of reliable 24/7 support and the availability of spare parts at short notice no matter where you are located. With 40 trained service staff nationally, and 40 fully equipped service vehicles with parts and diagnostics capability, Sullair Australia ensures to response your immediate needs."
Swinburne University of Technology,13 628 586 699, 03 9214 8626,, John StreetHawthorn VIC 3122,,http://www.industry.swinburne.edu.au/,"For over 100 years of our history, we have been committed to innovative education, strong industry and community engagement, and social inclusion. In recent years, we have progressed to become one of the world s leading universities, ranked as one of the top 400 in the world by the prestigious Academic Ranking of World Universities and the second highest in Australia for Physics. For over 100 years of our history, we have been committed to innovative education, strong industry and community engagement, and social inclusion. In recent years, we have progressed to become one of the world's leading universities, ranked as one of the top 400 in the world by the prestigious Academic Ranking of World Universities and the second highest in Australia for Physics. Swinburne plays an active role in innovation in Australia. We exist to serve and inspire our communities, both within Australia and internationally. We engage through fostering productive and mutually-beneficial relationships to create practical solutions to challenging problems. Our emphasis at Swinburne is on industry engaged education and research: particularly in science, technology, innovation, business and design, but in many other areas as well. Find out how you can collaborate with Swinburne to achieve outcomes and solutions that drive your business forward at Swinburne's Industry Open Day. For more detials, please visit our website: www.swinburne.edu.au/industry-open-day/"
The Design Technology Company, 48 600 413 205,403860824,," Suite 2, Level 1, 12 Elizabeth StKensington VIC 3031",jonathan.bannister@designtechco.com.au,https://www.designtechco.com.au/,"DTCo. provides a low risk, easy to engage, scalability option for mechanical design teams. We are an essential part of all engineering projects due to our literacy with design technologies."
The Save Group Pty Ltd,52 650 758 508,414646448,, 149-153 Williams RoadDandenong South VIC 3196,jane@thesavegroup.com,https://www.thesavegroup.com/,"The Save Group was founded by Jane Save, a global HR practitioner with over 15 years experience.​"
Tomako Furniture Pty Ltd,52989671057, 9794 7375, 9794 6096, 12 Dingley AvenueDandenong VIC 3175,sales@tomako.com.au,http://www.tomako.com.au,"Tomako Furniture has been manufacturing commercial furniture since 1974. The company has developed a reputation amongst specifiers, resellers and end users through uncompromising design and by using the best available production techniques, materials and finishes. The result is an enduring, aesthetically pleasing and trouble-free product."
Total Precision Pty. Ltd.,, 03 9874 7811,, 10 Kelvin RdBayswater North VIC 3153,tom.nathan@total-precision.com.au,https://total-precision.com.au/,"The Total Precision team are all fully qualified tradespeople that are able to program, set, and operate all of the machines on our shop floor. Better yet, we keep our customers informed and manage workflows with efficiency to ensure we satisfy your requirements and meet deadlines."
Tricycle Developments,18 118 823 180, 9326 5365,, 181 Hawke StreetWest Melbourne VIC 3003,,http://www.trike.com.au/,Tricycle Developments is a Product Design & Engineering consultancy. Our capabilities combine creative inspiration with strong technical and engineering competence to deliver better products. Together we specialize in developing technical products and pride ourselves on our ability to deliver results for our clients. We are always on the look out for talented designer and engineers. If you are interested in working with Tricycle please be in contact. As we have grown over the past 5 year we have seperated from the IT/software development part our business to focus on product. They have moved on to became a sister company and have rebranded to TrikeApps
